race,cluster,lsat,ugpa,zfygpa,zgpa,bar1,fulltime,fam_inc,age,gender
7,1,32,3.7,-0.31,0.47,P,1,2,-62,male
7,1,39,3.7,2.18,1.89,P,1,3,-51,female
7,3,35,3.1,-0.06,0.65,P,1,5,-62,male
7,4,44,3.2,1.08,0.69,P,1,3,-45,male
5,5,37,3.5,-0.8,-1.4,F,1,3,-62,male
7,4,35,3.4,NA,NA,P,2,3,-46,male
8,3,35,2.8,0.04,-0.34,P,1,4,-66,male
7,3,35,3,-2,-1.43,P,1,3,-57,male
7,6,33,3,-0.72,-0.88,F,1,4,-55,female
6,1,32,2.6,-1.37,-0.95,,1,3,NA,male
7,3,35,3,1.22,0.95,P,1,4,-56,male
4,4,40,2.3,1.21,0.17,P,1,3,-59,female
7,1,38,3.3,-0.75,-0.36,P,1,5,-43,female
7,2,35,2.8,-0.45,-0.89,P,1,4,-62,female
7,5,43,3.6,1.76,1.89,P,1,3,-53,female
7,4,40,3,0.96,0.59,P,1,3,-62,female
7,5,39,3.5,NA,NA,F,1,4,-61,male
7,1,44,3.7,-0.67,-0.55,P,1,3,-61,female
7,3,38,3,0.92,0.65,P,1,4,-57,male
7,1,40,3.4,-0.05,-0.42,P,1,3,-61,female
3,4,29,2.8,0.04,-0.82,P,1,4,-52,male
7,1,38,3.5,0.72,1.05,P,1,4,-66,male
7,1,38,3.4,0.96,1.15,P,1,4,-63,female
7,3,33,3.7,1.12,0.83,P,1,4,-62,female
7,3,37,3,0.11,-0.5,P,1,4,-60,female
7,3,33,2.9,-0.06,-0.88,P,1,4,-62,male
7,2,34.5,2.8,-0.51,-0.34,P,1,3,-60,female
7,3,33,3.2,0.83,1.28,P,1,3,-61,male
7,2,33.5,3.2,-0.89,-0.71,P,1,4,-65,male
7,1,40,3.7,1.31,1.37,P,1,4,-62,male
7,2,29,3.4,-0.19,-0.44,P,1,4,-63,male
7,2,28,3.1,-1.08,NA,,1,4,NA,male
7,3,41,2.2,-0.32,-1.57,P,1,5,-60,female
7,3,41,3.1,-1.63,-1.47,P,1,5,-61,male
7,3,29.5,2.8,0.24,0.11,P,1,4,-61,male
7,1,34,3.7,-0.66,-1.19,P,1,4,-63,female
7,3,37,2.5,-0.97,NA,F,1,4,-37,male
7,3,32,3.2,NA,NA,,1,3,NA,female
7,1,35,3.1,-0.02,-0.18,P,1,2,-60,male
7,3,39,3.6,0.13,0.88,P,1,4,-62,female
7,5,42,2.9,NA,NA,P,1,4,-54,female
3,1,20,3.1,-1.29,-1.18,P,2,2,-67,male
3,2,20,3.1,-1.1,-1.54,F,1,NA,-61,male
3,4,39,2.3,-0.88,-1.63,F,1,3,-59,male
7,1,37,3.6,NA,NA,,1,3,NA,male
7,4,34,3.1,0.2,-0.14,P,2,1,-49,male
7,4,45,3.7,-0.75,-0.68,P,1,4,-62,female
7,1,43,3.2,0.95,1.26,P,1,4,-65,female
6,3,31.3,3.7,-0.68,-1.16,P,1,2,-57,female
3,4,41,2.8,-0.64,NA,,1,2,NA,male
7,3,30,3.4,0.87,0.23,P,1,3,-62,male
7,6,31.5,3.2,1.13,0.9,P,1,3,-55,female
7,1,42,2.6,0.44,0.08,P,1,4,-60,male
7,5,37,3.5,NA,NA,P,1,4,-60,female
7,2,37,3.6,0.55,0.66,P,1,3,-62,female
7,3,33,3.2,0.03,0.29,F,1,4,-60,female
7,3,41,2.6,0.55,NA,,1,4,NA,male
7,3,38,3,-0.62,-0.53,P,1,2,-55,female
7,4,34,3.2,-0.34,0.07,P,1,4,-58,female
7,1,32,3.5,1.64,1.78,P,1,4,-62,female
7,5,40,3.8,0.85,1.06,P,1,5,-60,male
2,3,29.5,2.7,-1.38,-0.82,P,1,4,-60,male
7,5,42,3.7,-0.5,-0.33,P,1,4,-62,female
7,3,36,2.8,0.31,0.36,P,1,3,-61,female
7,4,39,2.9,-0.43,-0.38,P,1,3,-59,male
7,3,40,3.4,0.35,-0.07,P,1,NA,-61,male
7,3,38,3.6,0.35,0.09,P,1,3,-67,female
3,1,24.5,3.1,-2.57,NA,,1,3,NA,female
7,5,36,3.2,1.09,NA,,1,3,NA,male
7,1,45,2.8,-0.27,-0.06,P,1,3,-67,female
7,1,42,2.6,-0.36,NA,,1,4,NA,male
7,2,32,3.2,0.99,0.94,,1,3,NA,male
7,2,37,3.5,-0.61,-0.67,P,1,3,-58,female
7,5,43,3.8,0.35,0.51,P,1,4,-62,female
7,3,33,3.5,0,-0.58,P,1,4,-62,female
3,6,22,3.3,-0.71,-0.66,P,1,3,-59,female
7,3,42,3,0.85,0.96,P,1,3,-61,female
7,2,32,3.1,-0.49,-0.36,P,1,4,-61,male
7,2,34,2.9,-0.41,0.13,P,1,3,-61,male
7,4,45,3.5,1.82,1.06,P,2,3,-62,male
7,4,36,3.4,0.71,1.03,P,1,4,-56,female
7,4,48,3.9,0.89,0.63,P,1,4,-62,male
7,3,42,3.3,0.28,1.25,P,1,3,-61,female
7,2,36,2.2,0.15,-0.87,P,1,3,-56,male
7,5,48,3.6,0.67,0.4,P,1,4,-59,female
8,3,38,3.1,0.04,-0.25,P,1,4,-60,female
7,3,38,2.1,-2.18,-1.46,F,1,5,-39,female
7,5,43,3.6,0.14,-0.04,P,1,4,-66,male
7,1,36,3.7,-0.15,0.23,P,1,3,-63,female
3,6,20.5,2.7,-1.28,-1.68,F,1,3,-60,male
7,5,38,3.4,NA,NA,P,1,1,-55,female
7,1,46,3.7,1.23,1.43,P,1,3,-60,male
7,5,45,3.7,1.19,1.12,,1,4,NA,female
7,3,34,3.2,-0.62,-1.31,P,1,3,-67,male
7,3,37,3,0.24,-0.27,P,1,4,-67,male
7,3,39,3.6,1.53,1.79,P,1,1,-57,female
7,4,45,3.7,-0.19,-0.4,P,1,4,-60,male
5,4,29,2.6,-2.05,-1.12,F,2,3,-63,male
7,1,38,3.6,2.02,1.63,P,1,3,-61,male
7,1,40,3,-0.25,-0.47,P,1,4,-67,male
7,3,45,2.1,-0.57,-0.86,,1,5,NA,male
2,1,42,3.7,-0.48,-0.15,P,1,4,-61,female
7,3,30.5,3.2,-0.52,-0.38,P,1,4,-60,female
7,3,35,3.6,NA,-0.86,F,1,4,-60,male
7,3,34.5,3.3,-0.02,-0.23,P,1,3,-60,female
7,1,37,3.2,-0.23,-0.57,P,1,4,-66,male
7,3,41,3.4,-0.74,-0.89,P,1,1,-51,male
7,3,36,3.9,NA,NA,,1,NA,NA,female
7,2,33,2.6,1.01,1.47,P,1,3,-38,male
7,3,35,3.2,-0.1,0,P,1,4,-62,female
7,3,34,3.1,0.17,-0.02,P,1,3,-59,female
7,3,41,3.3,1.37,1.7,P,1,3,-62,male
7,3,40,3.3,0.34,-0.1,P,1,4,-57,male
7,3,42,3.1,0.52,-0.42,P,1,2,-62,male
7,3,37,3,-1.31,-0.71,P,1,4,-63,male
7,5,43,3.7,0.06,NA,P,1,4,-63,male
3,4,39,3.4,-0.97,-0.9,P,1,3,-55,female
7,3,34,3,-0.03,-0.95,F,2,2,-54,female
3,1,25,2.7,-0.22,0.27,P,1,2,-57,female
7,1,36,3,0.96,1.55,P,1,4,-62,male
7,3,26,3.3,-0.66,-0.34,P,1,3,-44,female
7,5,48,3.9,0.87,1.28,P,NA,4,-62,male
3,1,21,2.9,-3.35,-2.45,F,1,4,-66,female
7,1,39,3.8,-0.11,-0.11,P,1,3,-54,male
3,1,32,3.5,0.71,0.73,P,1,3,-62,female
7,4,45,3.9,-0.61,-1.11,P,1,4,-62,male
7,4,43,3.9,NA,NA,,1,3,NA,male
4,1,34,2.6,-2.08,NA,,1,2,NA,female
7,4,45,3.6,0.6,0.81,P,1,3,-62,male
6,3,31,2.5,-1.09,-1.34,F,1,4,-62,male
7,2,34,3.4,-1.4,-0.52,P,1,4,-61,female
3,5,42,3,-2.25,-2.54,P,1,2,-61,male
7,1,39,3.3,0.56,0.34,P,1,3,-65,male
7,1,34,3.7,0.95,0.67,P,1,3,-62,male
7,4,40,3.2,-0.07,-0.45,F,1,4,-62,female
7,3,19.5,3.4,-0.38,-0.18,P,1,4,-60,male
7,4,29,3.3,-0.98,-1.23,,1,4,NA,female
3,4,34,2.7,-1.56,-1.61,F,1,3,-59,male
7,3,35,3.2,-1.19,-0.9,P,1,3,-61,male
7,5,43,3.9,0.44,0.6,P,1,4,-62,male
7,5,44,3.6,-0.46,-0.5,P,1,2,-65,male
7,3,38,3.6,0.39,0.46,P,1,5,-59,male
7,2,33,3.9,1.21,1.14,,1,2,NA,female
7,3,42,3.5,-0.71,-0.47,P,1,4,-62,female
4,5,36,2.5,-1.67,NA,,1,4,NA,female
7,3,38,3.1,1.15,-0.11,,2,3,NA,male
2,3,35,2.8,-0.75,-0.38,P,1,4,-60,male
2,3,33,3.4,-0.36,-0.77,P,1,4,-67,male
7,1,31,2.9,-0.56,-1.1,P,1,5,-59,male
7,1,40,3.3,NA,NA,P,1,1,-57,female
7,4,39,3.5,-0.49,-0.7,P,1,4,-62,male
7,1,41.5,3.6,-0.93,-1.05,P,1,5,-60,female
7,3,35,2.7,-0.03,-0.2,P,1,4,-60,male
7,1,38,3.4,NA,NA,P,1,3,-62,female
7,1,45,3.1,NA,NA,P,1,4,-62,male
7,1,42,4,0.92,1.21,P,1,4,-63,female
7,2,34,3.1,0.84,1.3,P,1,3,-62,female
8,3,37,3.9,-0.04,-0.52,P,1,4,-59,female
7,3,46,2.9,0.79,1.05,P,1,3,-51,male
7,1,42,3.5,-0.3,-0.21,,1,4,NA,male
7,2,35,2.8,1.9,2.26,P,1,4,-60,female
7,2,35,2.4,0.8,0.72,P,1,4,-59,male
7,4,42,3.2,-0.73,-0.68,P,1,3,-58,female
7,2,27.5,3.1,-0.41,-0.36,P,1,4,-61,male
7,3,29,3.8,-0.76,NA,,1,3,NA,female
7,2,32,3.3,-0.36,-0.42,,1,4,NA,male
7,5,48,3.7,-0.33,0.3,P,1,5,-62,male
7,3,33,3.8,NA,NA,,1,3,NA,male
4,4,32,2.7,-2.22,-2.04,P,1,2,-63,male
7,1,39,3.5,0.28,-0.04,P,1,3,-60,female
7,5,42,3.9,1.6,1.91,P,1,4,-62,female
6,3,29,4,0.36,0.04,F,1,2,-60,female
7,1,39,3.8,0.15,0.21,P,1,4,-62,male
7,4,47,3.1,0.1,0.23,P,1,3,-55,female
7,5,42,3.1,1.57,0.27,P,1,4,-62,male
7,3,41,2.5,1.34,1.03,P,1,4,-62,male
8,1,28.5,3.2,-2.74,NA,,1,3,NA,male
7,4,37,3.5,-1.69,-1.26,F,1,4,-59,female
7,1,41,3.8,1.43,1.17,P,1,3,-62,male
7,3,39.5,3.4,1.58,1.93,P,1,3,-65,female
7,2,32.5,3.3,-0.9,-1.07,F,1,3,-59,male
7,5,35,3.6,-0.98,-0.92,P,1,3,-51,male
7,4,44,2,1.04,0.19,P,1,4,-57,male
7,1,37,3.3,-0.7,-0.15,P,2,3,-45,male
7,1,45,3.3,1.36,0.88,P,1,4,-61,male
7,3,35,3.1,NA,NA,,1,3,NA,male
7,3,36.5,3.1,0.2,NA,,1,4,NA,female
7,1,45,3.5,2.22,1.96,P,1,3,-58,male
7,4,45,3.4,-0.48,-0.27,P,1,3,-62,male
7,1,41,2.6,NA,NA,P,1,4,-60,male
7,2,37,3.4,1.77,1.29,P,1,3,-60,female
7,5,46,3.5,-0.19,-0.58,P,1,4,-61,male
7,1,39,2.6,-0.34,-0.59,P,1,4,-49,female
7,4,44,3,0.75,0.18,P,1,4,-61,female
7,3,37,2.4,-0.33,-0.23,P,NA,3,-58,female
7,2,30,3.1,-0.28,-0.09,P,1,4,-61,male
7,3,37,3.5,0.02,-0.22,P,1,4,-57,female
7,5,47,3.9,1.84,1.72,P,1,5,-62,male
7,3,26,2.8,-2.23,NA,,2,4,NA,female
7,3,38,3.8,1.98,1.62,P,1,3,-61,male
7,3,44,2.9,1.68,1.01,P,2,3,-52,female
3,1,24,2.6,-2.07,-2.06,F,1,3,-62,female
7,4,39,3,-0.32,-0.76,P,1,4,-62,male
7,4,37,3.3,-0.17,-0.41,P,1,3,-61,male
7,1,33,3.1,-0.24,-0.82,P,1,5,-61,male
7,4,42,3.5,-1.99,-1.74,P,1,4,-59,female
7,4,38,3.9,2,2.2,P,1,4,-64,female
7,4,46,NA,0.54,1.32,P,1,4,-61,male
7,3,42,3.3,-1.33,-1.55,P,1,3,-61,male
7,3,35,3.2,0.87,-0.65,P,1,5,-62,male
7,4,45,2.9,0.48,-0.66,P,1,4,-64,male
7,3,38,3.5,NA,NA,,2,2,NA,female
7,1,40,3.5,NA,NA,,1,4,NA,female
7,3,35,3.2,-0.4,-0.61,,1,3,NA,female
7,3,35.5,3.1,-1.48,NA,,1,3,NA,male
7,3,37,2.9,1.16,1.08,P,1,3,-60,male
7,4,39,3.5,0.5,1.16,,1,4,NA,male
7,2,33.5,2.6,1.6,2.06,P,1,4,-59,male
7,1,34,3.6,-0.03,0.11,P,1,4,-58,male
7,5,39,3.4,1.61,NA,P,1,NA,-59,female
7,3,30,3,0.65,0.82,P,1,3,-54,male
7,3,35,3.3,1.34,1.46,P,1,4,-60,male
3,2,28,2.3,-1.17,-2.26,,1,2,NA,female
3,3,33,2.6,-0.79,-1.14,P,1,3,-61,female
7,3,33,3,-0.39,-0.36,P,1,4,-62,female
7,1,37,4,-0.28,NA,,1,2,NA,male
6,4,42,2.7,0.34,-0.04,P,1,4,-55,male
1,2,26,2.5,-0.08,-1.02,P,2,5,-66,male
1,3,33,2.5,-0.84,NA,,1,3,NA,female
7,1,41,3.8,-0.11,-0.46,P,1,3,-62,female
7,3,35,3,0.74,0.41,P,2,2,-58,male
4,3,28,2.7,0.21,0,F,1,3,-58,male
7,4,46,3.7,-0.63,0.17,P,1,3,-65,male
7,5,45,3.5,-0.26,NA,P,1,3,-62,female
7,3,35,NA,2.41,1.94,P,2,4,-63,male
7,1,39,3.5,-0.18,-0.25,P,1,4,-61,male
7,5,47,3.4,-0.85,-1.27,P,1,3,-60,male
7,1,45,2.9,-0.39,-0.84,P,1,5,-47,male
7,1,42,3.1,0.01,-0.23,P,1,3,-62,female
7,2,34,3.1,-0.85,-0.63,P,1,3,-60,male
3,1,33,2.8,-1.86,-2.13,,1,4,NA,male
7,3,35,3.3,0.9,1.85,P,1,3,-61,male
7,2,28,2.6,0.66,0.25,F,1,3,-59,male
7,4,43,2.7,0.48,0.73,P,1,4,-61,male
7,5,36,3.6,NA,NA,P,1,2,-62,female
7,2,35,3.5,-0.28,0.18,P,1,4,-62,female
7,3,43,2.1,-0.1,0.28,P,2,4,-54,male
3,1,25.5,2.9,-0.71,-1.11,P,2,2,-55,female
5,5,39,3.9,NA,0,P,1,2,-63,male
7,5,38,3.3,-1.21,-1.25,P,1,5,-60,male
7,3,41,2.6,1.22,1.16,P,1,1,-56,male
7,5,39,3.9,0.6,NA,P,1,4,-63,female
7,3,39,3.3,-0.08,0.36,P,1,4,-58,female
7,3,30.7,3.7,0.03,0.01,P,1,3,-62,female
2,3,31,2.6,-0.21,-1.1,P,1,4,-61,male
7,1,43,3.1,0.48,0.88,P,1,3,-60,male
7,5,47,3.5,-0.49,-0.24,P,1,4,-62,male
7,4,43,3.6,0.14,1.24,P,1,5,-61,male
7,4,42,3.3,0.46,0.89,,1,2,NA,male
7,4,46,3.6,0.13,0.1,P,1,4,-62,female
7,1,42,3.7,0.85,1.44,P,1,3,-62,male
7,5,43,3.6,NA,NA,P,1,3,-55,female
7,3,38,3.3,1.17,0.98,P,1,4,-67,female
7,4,34.5,2.9,0.13,0,P,2,4,-57,female
3,4,30,2.6,-0.33,-1.09,P,1,1,-58,female
7,1,35,3.7,0.75,0.63,P,1,3,-61,male
2,1,32,3.5,-1.15,-1.25,P,1,3,-61,female
7,3,35,3.4,0.47,-0.04,P,1,4,-62,male
7,5,47,3.9,NA,0,,1,5,NA,female
7,4,30.3,2.8,-0.45,-0.27,P,2,3,-59,female
7,1,40,3.9,1.66,1.67,P,1,4,-62,male
7,3,37,2.8,NA,NA,,1,4,NA,female
2,1,35,3.6,NA,-0.78,P,1,2,-62,male
7,1,43,3.1,0.34,0.22,P,1,4,-62,male
7,3,39,3,-1.52,-1.2,P,1,4,-61,male
7,5,46,3.5,1.27,1.45,,1,5,NA,male
7,1,39,3.5,-0.24,0.13,P,1,3,-62,male
2,3,34,2.6,-1.8,NA,F,1,3,-58,male
7,1,40,3.4,-0.82,-0.35,,2,4,NA,male
7,3,30,3.8,NA,NA,,1,3,NA,female
7,1,34,2.6,-1.3,-1.28,F,2,2,-45,male
7,1,37,3,-0.3,-1.69,F,1,3,-60,male
7,1,33,3.5,-0.88,-0.11,P,1,4,-62,male
7,1,34,3.7,NA,NA,,2,3,NA,female
6,3,36,3,-0.52,-0.39,P,1,4,-62,female
3,1,19.5,2.7,-1.12,-1.88,,1,3,NA,male
7,3,36,3,-1.11,-0.65,F,1,4,-52,male
7,1,34.5,3.8,-0.09,0.41,P,2,3,-52,female
7,3,NA,3.3,-0.46,-0.2,P,1,4,-62,female
7,4,36,3.3,-0.2,0.12,P,1,3,-62,female
7,1,39,3.4,-0.45,-0.73,P,1,4,-60,male
7,4,35,3.9,NA,NA,P,1,3,-61,male
6,3,36,2.7,-0.26,-0.1,P,1,1,-55,male
7,3,40,2.7,1.05,0.86,P,1,4,-61,male
7,3,34,3,-0.52,-0.9,F,1,4,-63,female
7,3,32.5,3.4,1.81,2.45,P,1,4,-62,female
7,2,33,3.3,1.31,0.95,P,1,3,-63,female
7,4,44,3.2,-0.69,-0.16,P,1,5,-60,male
7,3,33,3.3,-1.24,-1.35,P,1,4,-39,female
3,2,34,2.6,NA,NA,,1,2,NA,male
7,1,34,3.7,0.61,0.56,P,1,3,-62,male
7,3,34.5,3.4,1.33,1.18,P,1,4,-66,male
7,1,35,2.9,-0.24,-0.62,P,1,4,-57,male
7,6,45,2.6,1.04,0.89,P,1,4,-41,male
7,2,33,3.1,1.98,1.82,P,1,3,-62,female
7,5,38,3.4,NA,NA,,1,3,NA,male
7,1,40,3.6,0.97,0.67,P,1,4,-61,male
3,1,32,2.5,-2.54,-2.66,,1,3,NA,male
7,1,40.5,3.4,-1.17,-1.26,P,1,3,-56,male
7,2,32,3.4,0.92,0.59,F,1,4,-62,male
6,4,30,3.6,-1.17,-1.22,P,1,2,-49,female
7,5,48,3.7,NA,0,P,1,5,-56,female
7,1,38,3.5,0.03,-0.24,P,1,4,-61,male
7,5,46,3.5,0.57,0.72,P,1,4,-61,male
6,4,44,3.6,-0.62,-1.17,F,1,3,-62,female
3,6,19.5,2.8,-2.38,NA,,1,3,NA,female
3,6,27,2.8,-1.06,-1.86,F,1,3,-62,female
3,6,27,1.5,NA,NA,,1,1,NA,male
7,4,40,3.2,1.97,1.88,P,1,4,-56,female
7,4,43,3.4,0.56,1.14,P,1,4,-61,male
2,4,45,3.7,0.89,0.92,P,1,4,-62,female
7,3,33.5,2.4,0.8,0.64,P,1,4,-56,male
7,1,40,2.8,1.09,1.4,P,1,4,-56,male
7,1,30,3.8,-0.08,-0.34,P,1,5,-62,male
7,3,33,3.4,-1.04,-1.13,P,1,3,-62,male
7,1,40,3.2,0.41,0.28,P,1,5,-66,female
7,4,36,3,1.15,1.43,P,1,4,-54,male
7,3,40,2.5,-0.5,-0.36,P,1,3,-60,male
7,3,28,3.4,-0.36,0.2,P,2,3,NA,male
7,3,34,3,-0.24,-0.25,F,1,4,-62,female
7,2,36,2.5,-1.13,-0.95,P,1,2,-61,male
7,3,30,3.1,NA,NA,,1,4,NA,male
7,4,36,3.3,0.27,0.39,P,1,4,-61,male
7,3,39,3.3,0.15,-0.4,P,1,4,-62,female
7,2,35,3.3,NA,NA,P,1,4,-60,male
7,3,41,3,-0.52,-0.68,P,1,5,-55,male
7,2,33,3.4,-0.65,-0.25,P,1,3,-61,female
7,2,29,2.9,-0.63,-0.44,P,1,1,-56,male
7,1,41,3.7,0.13,0.16,P,1,3,-49,male
7,4,44,3.5,1.02,1.21,,1,4,NA,male
7,2,35,3.8,NA,NA,,1,4,NA,female
7,5,44,3.5,-0.32,NA,P,1,4,-62,female
3,6,17,3.6,-0.26,-0.27,F,1,2,-60,male
7,3,44,3.1,1.61,2.05,P,1,4,-61,male
6,1,28,2.8,NA,NA,F,1,2,-64,female
7,3,38,3,0.24,0.44,P,1,5,-58,male
7,3,32,3.2,0.64,0.24,P,1,3,-62,female
7,1,38,3.3,-0.68,NA,,1,3,NA,male
7,3,37,3.1,0.55,0.98,P,1,3,-61,male
7,3,41,2.4,1.61,0.7,P,1,3,-55,male
7,4,36,3.6,1.46,1.24,P,1,4,-62,male
7,1,34,3.9,0.03,0.58,F,1,4,-59,female
7,NA,30,2.7,-1.42,NA,,2,3,NA,female
7,1,35,2.5,0.42,NA,P,1,2,-54,male
7,4,37,3.3,-0.45,-0.7,P,1,5,-62,female
7,5,42,3.8,1.08,0.94,P,1,4,-62,female
7,1,38,3.8,NA,NA,,1,3,NA,female
7,3,40,2.3,-0.92,-0.49,P,1,5,-61,male
7,2,37,3.1,0.79,0.44,P,1,4,-62,male
7,3,41,3,0.84,0.68,P,1,4,-62,male
4,3,26,2.6,NA,NA,,1,2,NA,male
7,1,38,3.2,-1.05,-1.2,P,1,4,-62,male
7,3,32,3.3,-1.29,-1.34,P,1,4,-61,male
7,3,35,3.4,-0.23,0.01,P,1,5,-58,male
3,4,39,3.4,-0.75,-0.3,P,1,4,-62,female
7,2,37,2.7,-0.87,-0.89,P,1,3,-58,male
8,3,31,3.1,-0.89,-0.74,P,1,3,-61,female
3,3,33,2.6,-0.28,-1,P,1,4,-61,female
7,1,41,3.8,0.06,-0.05,,1,3,NA,male
7,4,35,2.5,-1.63,NA,P,1,2,-58,male
7,2,33,3.2,-0.36,NA,,2,3,NA,male
7,4,44,3.5,-0.65,-0.29,P,1,4,-62,female
7,3,29,2.8,-0.22,-0.72,P,1,3,-62,male
6,3,28,2.1,-0.66,-0.82,F,1,3,-65,male
7,3,44,2.1,0.07,-0.42,P,1,5,-61,male
7,3,35,2.8,0.75,NA,P,1,3,-60,male
7,1,41,3.8,0.47,0.89,P,1,4,-61,female
5,5,44,3.5,0.67,0.45,P,1,4,-62,female
7,3,38,3,1.14,0.89,P,1,5,-61,male
7,4,35,3.8,1.12,1.04,P,1,4,-62,female
7,4,44,3.7,1.15,0.98,P,1,5,-62,male
4,1,37,3.2,-1.17,NA,,1,5,NA,male
7,1,38,3.5,0.35,-0.08,P,1,4,-62,male
2,1,31,3.1,0.35,-0.38,P,1,3,-68,male
7,2,35,3.1,-0.94,-1.43,,1,3,NA,male
7,3,35,2.9,-0.51,-0.64,F,1,4,-62,male
7,5,45,3.4,0.51,0.31,P,1,4,-62,male
7,5,36,3.4,NA,NA,P,1,3,-60,female
7,2,37,2.9,0.34,0.38,P,1,3,-62,female
3,4,32,3.2,-0.53,-0.68,P,1,1,-55,male
7,3,39,2.5,0.16,-0.16,P,1,3,-58,female
7,3,37,3,0.74,1.3,P,1,4,-56,male
7,5,45,3.7,-0.43,-0.09,P,1,4,-60,female
2,1,38,3.6,-0.6,NA,,1,2,NA,female
7,4,44,2.8,1.05,0.86,P,1,4,-59,male
7,1,40,3.7,-1.46,-1.29,P,1,3,-62,female
7,4,37,2.4,2.82,1.84,P,1,4,-55,male
4,3,34,2.5,-0.16,-1.17,P,2,3,-55,male
7,2,37,3.6,0.84,1.22,P,1,3,-62,female
7,3,44,3,1.45,0.82,P,1,4,-62,male
7,3,41,3.1,0.5,0.89,P,1,5,-60,male
3,1,28,3.5,-0.42,-0.77,P,1,3,-68,female
7,4,41.5,3.5,-0.85,-0.82,,1,3,NA,male
7,3,29,2.9,0.03,0.14,P,1,4,-61,male
7,1,40,3.4,0.12,0.38,P,1,3,-60,male
7,3,39,2,-0.15,-0.23,P,1,4,-59,male
7,1,31.5,3.5,-0.13,-0.21,P,1,4,-58,male
7,3,31,2.9,-0.83,NA,,2,3,NA,male
7,4,46,3.9,1.31,1.09,P,1,4,-63,male
7,2,30.5,3.3,0.36,0.43,P,1,4,-61,female
7,4,35,3.3,-0.21,-0.43,P,1,2,-59,female
7,1,37,3.2,-0.38,-0.64,P,1,4,-59,male
7,1,31,2.5,0.6,0.18,P,2,2,-65,male
7,1,39,3.2,-0.01,0.28,P,1,1,-61,male
7,1,37,3.6,1.85,1.25,P,1,4,-59,male
7,1,33,3.2,1.2,1.54,P,1,3,-61,male
7,1,35,3.5,1.63,1.78,P,1,3,-62,male
7,4,37,3,-0.37,1.13,P,1,2,-50,male
7,1,38,3.1,-0.21,-1.1,P,1,2,-61,female
3,3,20.5,2.2,-2.09,NA,P,1,4,-60,male
7,3,31.5,2.7,-0.32,-0.45,P,1,4,-62,male
7,4,41,3,-0.61,-0.53,P,1,4,-62,male
7,1,39.5,3.1,-0.05,-0.01,P,1,2,-59,male
7,1,33,3,-0.36,-1.04,P,1,3,-60,male
7,2,40,2.7,0.34,0.41,P,1,1,-54,male
7,3,37,3.1,0.52,1.15,P,1,5,-61,male
7,1,36,3.7,-0.75,NA,,2,2,NA,female
7,3,30,3.5,0.11,-0.38,P,1,3,-60,male
7,5,47,3.7,0.56,0.47,P,1,4,-59,male
7,5,48,3.4,0.85,0.13,P,1,5,-61,male
7,2,32,3.3,1.52,NA,,1,3,NA,male
7,3,41,3.2,-1.33,-0.68,P,1,4,-60,female
7,5,46,3.8,1.55,1.39,P,1,3,-57,male
7,1,38,3.8,1.6,1.36,P,1,3,-62,male
7,1,42,2.7,NA,NA,P,1,2,-54,male
7,1,35,3.5,-0.43,-0.55,P,1,4,-50,female
3,5,38,3.3,0.03,0.3,P,1,4,-61,female
7,3,34,3.2,-0.03,-0.19,P,1,3,-50,male
7,3,28,2.8,-0.11,0.21,P,2,4,-52,female
7,4,41,3.6,0.19,0.38,P,1,3,-55,male
7,1,32,3,NA,-1.35,P,2,4,-59,male
7,4,45,3.7,-0.37,0.2,P,1,4,-62,female
7,1,38,3.1,-0.22,-0.62,P,1,3,-66,male
7,5,46,3.5,0.35,0.09,P,1,4,-61,male
7,3,37,3.6,0.81,0.83,P,1,2,-58,female
7,6,26.3,3.2,0.76,0.34,F,1,4,-59,female
7,3,38,3.4,-0.68,-0.52,P,1,2,-53,female
3,3,27,3.3,-1.61,-2.12,,1,3,NA,female
7,3,36,3.4,-0.02,-0.97,P,2,3,-51,male
7,3,34,3.5,0.32,0.02,,1,4,NA,male
7,4,33.7,3.3,1.72,1.58,P,1,4,-60,male
7,1,40,2.9,-0.76,-0.39,P,1,2,-59,male
7,4,43,3,1.32,0.24,P,1,4,-55,male
7,1,35,3.8,0.19,0.26,P,1,3,-52,male
7,4,33,3.2,0.68,0.3,,1,3,NA,male
7,1,37,3.2,-0.48,-0.57,,1,4,NA,male
7,3,35,3.2,-0.66,-0.72,P,1,5,-61,male
3,3,30,2.5,-1.72,-1.21,F,1,3,-60,female
7,3,37,3.4,-0.04,-0.53,,1,3,NA,male
7,4,41,3.5,-0.16,0.23,P,1,4,-62,male
2,5,47,3.6,-1.07,-1.3,F,1,3,-64,female
7,3,33,3.1,0.92,1.27,P,1,4,-62,male
4,6,22,2.6,-1.19,NA,,1,2,NA,male
7,5,41,3.9,1.43,1.76,P,1,4,-63,female
7,3,26.5,3.4,-1.36,-1.33,F,1,2,-62,female
7,1,48,3.6,0.84,1.07,P,1,4,-60,male
7,2,37,2.3,0.86,1.14,P,1,2,-66,male
7,1,41,3.6,-0.29,0.12,P,1,3,-61,male
7,4,48,3.7,0.89,1.06,P,1,5,-62,male
7,3,34,3.7,0.43,0.43,P,1,3,-57,male
7,1,42,3.6,0.63,0.58,P,1,4,-62,female
7,3,32.3,2.9,0.98,0.8,,1,5,NA,male
7,1,44,3.5,1.63,1.43,P,1,4,-52,male
